,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,unnamed_0,unnamed_0.1,unique_key,created_date,closed_date,location_type,incident_zip,incident_address,street_name,address_type,city,landmark,status,due_date,resolution_action_updated_date,community_board,borough,x_coordinate_(state_plane),y_coordinate_(state_plane),park_borough,latitude,longitude,days_open
9057,9057,9057,9057,9057,98653,33619715,2016-06-17T11:00:00,2016-07-11T15:52:29,3+ Family Apt. Building,10014.0,26 GROVE STREET,GROVE STREET,ADDRESS,NEW YORK,,Closed,07-17-2016 09:01:50 AM,07-11-2016 04:52:29 PM,02 MANHATTAN,MANHATTAN,982861.0,206175.0,MANHATTAN,40.7325793,-74.0050118,23.0
9058,9058,9058,9058,9058,98665,33620783,2016-06-17T11:00:00,,Commercial Building,10013.0,179 DUANE STREET,DUANE STREET,LATLONG,NEW YORK,,Assigned,07-17-2016 09:59:56 AM,07-05-2016 04:14:48 PM,Unspecified MANHATTAN,MANHATTAN,981470.0,200728.0,MANHATTAN,40.7176285,-74.010025,
9059,9059,9059,9059,9059,98666,33621088,2016-06-17T11:00:00,,Other (Explain Below),10012.0,54 MACDOUGAL STREET,MACDOUGAL STREET,ADDRESS,NEW YORK,,Assigned,07-17-2016 11:22:13 AM,06-17-2016 11:30:42 AM,02 MANHATTAN,MANHATTAN,983521.0,204305.0,MANHATTAN,40.7274467,-74.0026302,
9060,9060,9060,9060,9060,98677,33623408,2016-06-17T11:00:00,,Commercial Building,10014.0,164 WEST 4TH STREET,WEST 4TH STREET,LATLONG,NEW YORK,,Assigned,07-17-2016 10:21:30 PM,06-17-2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,983846.0,205922.0,MANHATTAN,40.7318855,-74.0014562,
9061,9061,9061,9061,9061,98714,33628608,2016-06-19T11:00:00,2016-06-24T11:00:00,1-2 Family Dwelling,10301.0,82 VANDUZER STREET,VANDUZER STREET,ADDRESS,STATEN ISLAND,,Closed,07-19-2016 12:53:00 AM,06-24-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,962811.0,171131.0,STATEN ISLAND,40.636280600000006,-74.07720529999997,5.0
9062,9062,9062,9062,9062,98719,33629681,2016-06-18T11:00:00,,Commercial Building,10306.0,2205 HYLAN BOULEVARD,HYLAN BOULEVARD,ADDRESS,STATEN ISLAND,,Assigned,07-18-2016 10:35:45 AM,08-10-2016 08:22:32 AM,02 STATEN ISLAND,STATEN ISLAND,955582.0,149520.0,STATEN ISLAND,40.5770275,-74.10319940000002,
9063,9063,9063,9063,9063,98726,33630760,2016-06-18T11:00:00,2016-07-05T11:00:00,1-2 Family Dwelling,10312.0,3 OCEANVIEW AVENUE,OCEANVIEW AVENUE,LATLONG,STATEN ISLAND,,Closed,07-18-2016 08:33:11 AM,07-05-2016 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,937793.0,131064.0,STATEN ISLAND,40.5262947,-74.1671066,17.0
9064,9064,9064,9064,9064,98734,33631688,2016-06-18T11:00:00,2016-07-09T11:00:00,1-2 Family Dwelling,10312.0,42 MCARTHUR AVENUE,MCARTHUR AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-18-2016 01:22:08 PM,07-09-2016 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,935006.0,142076.0,STATEN ISLAND,40.55650479999999,-74.17721479999999,21.0
9065,9065,9065,9065,9065,98747,33633945,2016-06-19T11:00:00,,1-2 Family Dwelling,10013.0,179 DUANE STREET,DUANE STREET,LATLONG,NEW YORK,,Assigned,07-19-2016 10:23:31 AM,06-19-2016 10:26:41 AM,Unspecified MANHATTAN,MANHATTAN,981470.0,200728.0,MANHATTAN,40.7176285,-74.010025,
9066,9066,9066,9066,9066,98774,33637938,2016-06-19T11:00:00,2016-07-11T15:51:47,3+ Family Apt. Building,10014.0,396 BLEEKER STREET,BLEEKER STREET,ADDRESS,NEW YORK,,Closed,07-19-2016 06:34:38 AM,07-11-2016 04:51:47 PM,02 MANHATTAN,MANHATTAN,982845.0,207323.0,MANHATTAN,40.7357302,-74.0050698,21.0
9067,9067,9067,9067,9067,98785,33639269,2016-06-19T11:00:00,2016-06-19T11:00:00,3+ Family Apt. Building,10303.0,263 MAPLE PARKWAY,MAPLE PARKWAY,ADDRESS,STATEN ISLAND,,Closed,07-19-2016 08:05:07 PM,06-19-2016 08:13:34 PM,01 STATEN ISLAND,STATEN ISLAND,940777.0,167887.0,STATEN ISLAND,40.6273808,-74.1566128,0.0
9068,9068,9068,9068,9068,98793,33640196,2016-06-20T11:00:00,2016-07-10T11:00:00,3+ Family Apt. Building,10301.0,7 STRATFORD AVENUE,STRATFORD AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-20-2016 09:15:18 PM,07-10-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,958055.0,164966.0,STATEN ISLAND,40.6194505,-74.0943642,20.0
9069,9069,9069,9069,9069,98820,33643618,2016-06-20T11:00:00,2016-07-09T11:00:00,1-2 Family Dwelling,10312.0,30 MCARTHUR AVENUE,MCARTHUR AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-20-2016 10:59:27 PM,07-09-2016 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,934992.0,142163.0,STATEN ISLAND,40.5567435,-74.1772658,19.0
9070,9070,9070,9070,9070,98825,33644646,2016-06-20T11:00:00,2016-06-30T11:00:00,1-2 Family Dwelling,10310.0,23 MUNDY AVENUE,MUNDY AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-20-2016 08:08:07 AM,06-30-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,948436.0,167297.0,STATEN ISLAND,40.62579570000001,-74.1290179,10.0
9071,9071,9071,9071,9071,98827,33644656,2016-06-20T11:00:00,2016-07-09T11:00:00,1-2 Family Dwelling,10312.0,46 MACARTHUR AVENUE,MACARTHUR AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-20-2016 09:24:35 AM,07-09-2016 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,935010.0,142048.0,STATEN ISLAND,40.5564279,-74.1772002,19.0
9072,9072,9072,9072,9072,98831,33644708,2016-06-20T11:00:00,2016-07-09T11:00:00,1-2 Family Dwelling,10312.0,50 MCARTHUR AVENUE,MCARTHUR AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-20-2016 09:44:54 AM,07-09-2016 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,935015.0,142019.0,STATEN ISLAND,40.5563484,-74.177182,19.0
9073,9073,9073,9073,9073,98848,33646901,2016-06-20T11:00:00,2016-07-08T11:00:00,1-2 Family Dwelling,10314.0,,,INTERSECTION,STATEN ISLAND,,Closed,07-20-2016 07:53:04 AM,07-08-2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,938146.0,161522.0,STATEN ISLAND,40.609897,-74.16604749999998,18.0
9074,9074,9074,9074,9074,98850,33646944,2016-06-20T11:00:00,2016-07-09T11:00:00,1-2 Family Dwelling,10312.0,38 MCARTHUR AVENUE,MCARTHUR AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-20-2016 09:14:43 PM,07-09-2016 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,935001.0,142105.0,STATEN ISLAND,40.5565843,-74.177233,19.0
9075,9075,9075,9075,9075,98851,33646987,2016-06-21T11:00:00,2016-06-21T11:00:00,Catch Basin/Sewer,10013.0,310 GREENWICH ST,GREENWICH ST,LATLONG,NEW YORK,,Closed,07-20-2016 11:59:04 PM,06-21-2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,981100.0,200751.0,MANHATTAN,40.71769329999999,-74.01136020000001,0.0
9076,9076,9076,9076,9076,98852,33646988,2016-06-20T11:00:00,,Commercial Building,10014.0,275 BLEECKER STREET,BLEECKER STREET,LATLONG,NEW YORK,,Assigned,07-20-2016 07:04:21 PM,06-20-2016 07:08:48 PM,Unspecified MANHATTAN,MANHATTAN,983412.0,205834.0,MANHATTAN,40.731643700000006,-74.0030212,
9077,9077,9077,9077,9077,98858,33648023,2016-06-20T11:00:00,2016-07-24T11:00:00,1-2 Family Dwelling,10306.0,805 NUGENT AVENUE,NUGENT AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-20-2016 12:20:10 PM,07-24-2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,957932.0,148618.0,STATEN ISLAND,40.574559,-74.0947364,34.0
9078,9078,9078,9078,9078,98871,33651330,2016-06-21T11:00:00,2016-07-03T11:00:00,1-2 Family Dwelling,10314.0,22 FILLMORE AVENUE,FILLMORE AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-21-2016 07:04:18 PM,07-03-2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,946939.0,159243.0,STATEN ISLAND,40.603683,-74.1343663,12.0
9079,9079,9079,9079,9079,98882,33652428,2016-06-21T11:00:00,2016-07-09T11:00:00,1-2 Family Dwelling,10312.0,80 MCARTHUR AVENUE,MCARTHUR AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-21-2016 11:07:15 AM,07-09-2016 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,934966.0,141725.0,STATEN ISLAND,40.5555411,-74.1773562,18.0
9080,9080,9080,9080,9080,98884,33652446,2016-06-21T11:00:00,2016-07-10T11:00:00,Parking Lot/Garage,10305.0,COLTON STREET,COLTON STREET,BLOCKFACE,STATEN ISLAND,,Closed,07-21-2016 11:51:00 AM,07-10-2016 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,963250.0,161005.0,STATEN ISLAND,40.608573,-74.0756318,19.0
9081,9081,9081,9081,9081,98896,33653685,2016-06-21T11:00:00,2016-07-11T11:00:00,1-2 Family Dwelling,10303.0,342 LAKE AVENUE,LAKE AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-21-2016 05:38:52 PM,07-11-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,942101.0,167981.0,STATEN ISLAND,40.6276453,-74.15184359999998,20.0
9082,9082,9082,9082,9082,98900,33653759,2016-06-22T11:00:00,2016-07-12T11:00:00,3+ Family Apt. Building,10013.0,1 STAPLE ST,STAPLE ST,LATLONG,NEW YORK,,Closed,07-22-2016 12:29:11 AM,07-12-2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,981619.0,200846.0,MANHATTAN,40.7179527,-74.009491,20.0
9083,9083,9083,9083,9083,98905,33654879,2016-06-21T11:00:00,2016-07-08T11:00:00,1-2 Family Dwelling,10306.0,842 TYSEN LANE,TYSEN LANE,ADDRESS,STATEN ISLAND,,Closed,07-21-2016 09:23:12 PM,07-08-2016 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,954291.0,142944.0,STATEN ISLAND,40.5589734,-74.1078177,17.0
9084,9084,9084,9084,9084,98910,33655849,2016-06-21T11:00:00,,3+ Family Apt. Building,10012.0,64 MACDOUGAL STREET,MACDOUGAL STREET,LATLONG,NEW YORK,,Assigned,07-21-2016 10:22:21 PM,06-21-2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,983640.0,204419.0,MANHATTAN,40.72776029999999,-74.0021973,
9085,9085,9085,9085,9085,98912,33655903,2016-06-22T11:00:00,2016-06-22T11:00:00,3+ Family Apt. Building,10013.0,16 JAY ST,JAY ST,LATLONG,NEW YORK,,Closed,07-22-2016 12:30:23 AM,06-22-2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,981487.0,200803.0,MANHATTAN,40.7178345,-74.009964,0.0
9086,9086,9086,9086,9086,98933,33658263,2016-06-22T11:00:00,2016-06-22T11:00:00,3+ Family Apt. Building,10014.0,43 JANE STREET,JANE STREET,LATLONG,NEW YORK,,Closed,07-22-2016 03:21:17 AM,06-22-2016 03:25:03 AM,Unspecified MANHATTAN,MANHATTAN,982943.0,208266.0,MANHATTAN,40.7383194,-74.004715,0.0
9087,9087,9087,9087,9087,98942,33658295,2016-06-22T11:00:00,2016-07-03T11:00:00,3+ Family Apt. Building,11220.0,211A 67 STREET,67 STREET,ADDRESS,BROOKLYN,,Closed,07-22-2016 08:45:47 AM,07-03-2016 12:00:00 AM,10 BROOKLYN,BROOKLYN,976750.0,171927.0,BROOKLYN,40.6385733,-74.0270235,11.0
9088,9088,9088,9088,9088,98947,33659292,2016-06-22T11:00:00,,Commercial Building,10314.0,436 MANOR ROAD,MANOR ROAD,LATLONG,STATEN ISLAND,,Assigned,07-22-2016 01:51:24 PM,06-22-2016 01:55:22 PM,Unspecified STATEN ISLAND,STATEN ISLAND,949783.0,164083.0,STATEN ISLAND,40.6169815,-74.1241455,
9089,9089,9089,9089,9089,98950,33659331,2016-06-22T11:00:00,2016-07-24T11:00:00,1-2 Family Dwelling,10306.0,456 HUNTER AVENUE,HUNTER AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-22-2016 09:06:33 AM,07-24-2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,957974.0,149387.0,STATEN ISLAND,40.5766698,-74.0945882,32.0
9090,9090,9090,9090,9090,98951,33659379,2016-06-22T11:00:00,2016-07-03T11:00:00,1-2 Family Dwelling,10304.0,4 ROSEWOOD PLACE,ROSEWOOD PLACE,ADDRESS,STATEN ISLAND,,Closed,07-22-2016 11:00:12 AM,07-03-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,960823.0,170450.0,STATEN ISLAND,40.6339887,-74.0849452,11.0
9091,9091,9091,9091,9091,98970,33661578,2016-06-22T11:00:00,2016-07-03T11:00:00,1-2 Family Dwelling,10304.0,1 ROSEWOOD PLACE,ROSEWOOD PLACE,ADDRESS,STATEN ISLAND,,Closed,07-22-2016 11:23:50 AM,07-03-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,960876.0,170525.0,STATEN ISLAND,40.6338376,-74.085136,11.0
9092,9092,9092,9092,9092,98979,33662656,2016-06-22T11:00:00,2016-07-03T11:00:00,1-2 Family Dwelling,10304.0,4 ROSEWOOD PLACE,ROSEWOOD PLACE,ADDRESS,STATEN ISLAND,,Closed,07-22-2016 11:57:02 AM,07-03-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,960823.0,170450.0,STATEN ISLAND,40.6339887,-74.0849452,11.0
9093,9093,9093,9093,9093,98980,33662657,2016-06-22T11:00:00,2016-07-03T11:00:00,1-2 Family Dwelling,10304.0,111 LAUREL AVENUE,LAUREL AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-22-2016 03:25:37 PM,07-03-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,961514.0,165027.0,STATEN ISLAND,40.619611,-74.0819192,11.0
9094,9094,9094,9094,9094,98986,33664848,2016-06-22T11:00:00,2016-07-03T11:00:00,1-2 Family Dwelling,10304.0,3 ROSEWOOD PLACE,ROSEWOOD PLACE,ADDRESS,STATEN ISLAND,,Closed,07-22-2016 11:28:18 AM,07-03-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,960837.0,170478.0,STATEN ISLAND,40.63391729999999,-74.08504959999998,11.0
9095,9095,9095,9095,9095,98992,33664938,2016-06-23T11:00:00,2016-06-23T11:00:00,3+ Family Apt. Building,11214.0,,,INTERSECTION,BROOKLYN,,Closed,07-23-2016 12:00:39 AM,06-23-2016 12:00:00 AM,11 BROOKLYN,BROOKLYN,983785.0,157090.0,BROOKLYN,40.597852,-74.00167440000001,0.0
9096,9096,9096,9096,9096,99002,33666033,2016-06-22T11:00:00,2016-07-10T11:00:00,1-2 Family Dwelling,10314.0,108 BEECHWOOD PLACE,BEECHWOOD PLACE,ADDRESS,STATEN ISLAND,,Closed,07-22-2016 04:27:37 PM,07-10-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,950770.0,163084.0,STATEN ISLAND,40.614241,-74.1205889,18.0
9097,9097,9097,9097,9097,99004,33666040,2016-06-22T11:00:00,2016-06-25T12:11:07,3+ Family Apt. Building,11232.0,375 42 STREET,42 STREET,ADDRESS,BROOKLYN,,Closed,07-22-2016 10:36:09 AM,06-25-2016 01:11:07 PM,07 BROOKLYN,BROOKLYN,981880.0,176577.0,BROOKLYN,40.6513394,-74.0085411,2.0
9098,9098,9098,9098,9098,99015,33667061,2016-06-23T11:00:00,2016-07-12T11:00:00,1-2 Family Dwelling,10005.0,3 WALL STREET,WALL STREET,ADDRESS,NEW YORK,,Closed,07-23-2016 09:41:01 PM,07-12-2016 12:00:00 AM,01 MANHATTAN,MANHATTAN,981051.0,197094.0,MANHATTAN,40.7076536,-74.0115384,19.0
9099,9099,9099,9099,9099,99027,33668186,2016-06-23T11:00:00,2016-07-11T11:00:00,1-2 Family Dwelling,10303.0,89 REGAL WALK,REGAL WALK,ADDRESS,STATEN ISLAND,,Closed,07-23-2016 06:52:45 PM,07-11-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,938302.0,165673.0,STATEN ISLAND,40.6212914,-74.16551390000002,18.0
9100,9100,9100,9100,9100,99041,33670341,2016-06-23T20:47:34,,1-2 Family Dwelling,10301.0,138 ST PAULS AVENUE,ST PAULS AVENUE,ADDRESS,STATEN ISLAND,,Pending,07-23-2016 09:47:34 PM,06-23-2016 09:58:37 PM,01 STATEN ISLAND,STATEN ISLAND,962427.0,170400.0,STATEN ISLAND,40.6343583,-74.0786262,
9101,9101,9101,9101,9101,99045,33670379,2016-06-23T11:00:00,2016-07-03T11:00:00,1-2 Family Dwelling,10304.0,101 TARGEE STREET,TARGEE STREET,ADDRESS,STATEN ISLAND,,Closed,07-23-2016 07:23:43 PM,07-03-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,961047.0,166813.0,STATEN ISLAND,40.6245092,-74.0835859,10.0
9102,9102,9102,9102,9102,99048,33670382,2016-06-23T11:00:00,2016-06-23T11:00:00,3+ Family Apt. Building,11214.0,2078 CROPSEY AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,,Closed,07-23-2016 07:20:44 PM,06-23-2016 07:24:13 PM,11 BROOKLYN,BROOKLYN,983958.0,157501.0,BROOKLYN,40.59898010000001,-74.0010515,0.0
9103,9103,9103,9103,9103,99075,33673808,2016-06-23T11:00:00,2016-07-09T11:00:00,Catch Basin/Sewer,10312.0,44 VAN ALLEN AVE,VAN ALLEN AVE,LATLONG,STATEN ISLAND,,Closed,07-23-2016 08:26:18 AM,07-09-2016 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,934763.0,141614.0,STATEN ISLAND,40.5552368,-74.1780853,16.0
9104,9104,9104,9104,9104,99077,33673810,2016-06-23T11:00:00,2016-06-23T11:00:00,3+ Family Apt. Building,11214.0,2078 CROPSEY AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,,Closed,07-23-2016 02:43:50 PM,06-23-2016 03:13:05 PM,11 BROOKLYN,BROOKLYN,983958.0,157501.0,BROOKLYN,40.59898010000001,-74.0010515,0.0
9105,9105,9105,9105,9105,99090,33676510,2016-06-24T11:00:00,2016-07-02T11:00:00,3+ Family Apt. Building,11214.0,2076 20 LANE,20 LANE,ADDRESS,BROOKLYN,,Closed,07-24-2016 07:27:52 AM,07-02-2016 12:00:00 AM,11 BROOKLYN,BROOKLYN,983475.0,157115.0,BROOKLYN,40.5979206,-74.0027907,8.0
9106,9106,9106,9106,9106,99095,33677346,2016-06-24T11:00:00,2016-07-23T11:00:00,1-2 Family Dwelling,10304.0,44 RARITAN AVENUE,RARITAN AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-24-2016 06:33:38 PM,07-23-2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,957146.0,155656.0,STATEN ISLAND,40.59382520000001,-74.09749659999999,29.0
9107,9107,9107,9107,9107,99109,33680216,2016-06-24T11:00:00,2016-07-21T11:00:00,Other (Explain Below),10302.0,LA GRANGE PLACE,LA GRANGE PLACE,BLOCKFACE,STATEN ISLAND,,Closed,07-24-2016 03:09:27 PM,07-21-2016 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,945534.0,168522.0,STATEN ISLAND,40.6291459,-74.1394792,27.0
9108,9108,9108,9108,9108,99110,33680339,2016-06-24T11:00:00,2016-06-24T11:00:00,3+ Family Mixed Use Building,11214.0,2074 CROPSEY AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,,Closed,07-24-2016 09:12:20 PM,06-24-2016 09:16:41 PM,11 BROOKLYN,BROOKLYN,983946.0,157511.0,BROOKLYN,40.5990075,-74.00109470000002,0.0
9109,9109,9109,9109,9109,99115,33680835,2016-06-24T11:00:00,2016-07-03T11:00:00,1-2 Family Dwelling,10305.0,59 MALLORY AVENUE,MALLORY AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-24-2016 10:36:26 AM,07-03-2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,962084.0,156834.0,STATEN ISLAND,40.5971216,-74.0798175,9.0
9110,9110,9110,9110,9110,99118,33681591,2016-06-24T11:00:00,2016-06-27T11:00:00,Catch Basin/Sewer,10014.0,,,INTERSECTION,NEW YORK,,Closed,07-24-2016 10:46:17 PM,06-27-2016 12:00:00 AM,02 MANHATTAN,MANHATTAN,983154.0,205183.0,MANHATTAN,40.7298565,-74.00395440000001,3.0
9111,9111,9111,9111,9111,99151,33686290,2016-06-25T11:00:00,2016-07-03T11:00:00,1-2 Family Dwelling,10314.0,400 MELBA STREET,MELBA STREET,ADDRESS,STATEN ISLAND,,Closed,07-25-2016 03:13:18 PM,07-03-2016 12:00:00 AM,02 STATEN ISLAND,STATEN ISLAND,949741.0,158754.0,STATEN ISLAND,40.6023521,-74.1242731,8.0
9112,9112,9112,9112,9112,99156,33687135,2016-06-25T11:00:00,2016-07-08T11:00:00,Other (Explain Below),10306.0,842 TYSENS LANE,TYSENS LANE,ADDRESS,STATEN ISLAND,,Closed,07-25-2016 09:46:33 PM,07-08-2016 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,954291.0,142944.0,STATEN ISLAND,40.5589734,-74.1078177,13.0
9113,9113,9113,9113,9113,99170,33689771,2016-06-25T11:00:00,2016-07-03T11:00:00,1-2 Family Dwelling,10301.0,174 BRIGHTON AVENUE,BRIGHTON AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-25-2016 11:37:04 AM,07-03-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,958881.0,170825.0,STATEN ISLAND,40.6355154,-74.0914037,8.0
9114,9114,9114,9114,9114,99175,33690575,2016-06-25T11:00:00,2016-06-25T11:00:00,3+ Family Mixed Use Building,11214.0,2078 CROPSEY AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,,Closed,07-25-2016 10:10:16 PM,06-25-2016 10:15:18 PM,11 BROOKLYN,BROOKLYN,983958.0,157501.0,BROOKLYN,40.59898010000001,-74.0010515,0.0
9115,9115,9115,9115,9115,99179,33690762,2016-06-25T11:00:00,2016-07-18T11:00:00,Construction Site,10312.0,22 BAMBERGER LANE,BAMBERGER LANE,ADDRESS,STATEN ISLAND,,Closed,07-25-2016 09:18:21 AM,07-18-2016 12:00:00 AM,03 STATEN ISLAND,STATEN ISLAND,937799.0,136793.0,STATEN ISLAND,40.542019,-74.16712740000001,23.0
9116,9116,9116,9116,9116,99185,33691597,2016-06-26T11:00:00,2016-06-30T11:00:00,1-2 Family Dwelling,10302.0,28 VELTMAN AVENUE,VELTMAN AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-26-2016 09:01:09 AM,06-30-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,947076.0,167043.0,STATEN ISLAND,40.6250929,-74.1339158,4.0
9117,9117,9117,9117,9117,99195,33692306,2016-06-26T11:00:00,2016-06-28T11:00:00,1-2 Family Dwelling,11219.0,1129 BAY RIDGE AVENUE,BAY RIDGE AVENUE,ADDRESS,BROOKLYN,,Closed,07-26-2016 12:02:22 PM,06-28-2016 12:00:00 AM,10 BROOKLYN,BROOKLYN,982162.0,167310.0,BROOKLYN,40.6259035,-74.0075219,2.0
9118,9118,9118,9118,9118,99212,33694353,2016-06-26T11:00:00,2016-06-30T11:00:00,1-2 Family Dwelling,10302.0,28 VELTMAN AVENUE,VELTMAN AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-26-2016 02:08:10 PM,06-30-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,947076.0,167043.0,STATEN ISLAND,40.6250929,-74.1339158,4.0
9119,9119,9119,9119,9119,99214,33694445,2016-06-26T11:00:00,2016-07-21T11:00:00,1-2 Family Dwelling,10302.0,47 MONTELL STREET,MONTELL STREET,ADDRESS,STATEN ISLAND,,Closed,07-26-2016 08:43:04 PM,07-21-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,945890.0,168389.0,STATEN ISLAND,40.6287823,-74.1381959,25.0
9120,9120,9120,9120,9120,99216,33694447,2016-06-26T11:00:00,2016-06-30T11:00:00,1-2 Family Dwelling,10302.0,31 BURNSIDE AVENUE,BURNSIDE AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-26-2016 05:53:28 PM,06-30-2016 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,946916.0,166824.0,STATEN ISLAND,40.6244911,-74.134491,4.0
9121,9121,9121,9121,9121,99217,33694945,2016-06-26T11:00:00,2016-06-26T11:00:00,3+ Family Apt. Building,10014.0,43 JANE STREET,JANE STREET,LATLONG,NEW YORK,,Closed,07-26-2016 08:31:41 PM,06-26-2016 08:35:18 PM,Unspecified MANHATTAN,MANHATTAN,982943.0,208266.0,MANHATTAN,40.7383194,-74.004715,0.0
9122,9122,9122,9122,9122,99223,33695739,2016-06-27T11:00:00,2016-07-12T11:00:00,Construction Site,10013.0,17 JAY STREET,JAY STREET,LATLONG,NEW YORK,,Closed,07-27-2016 12:20:54 AM,07-12-2016 12:00:00 AM,Unspecified MANHATTAN,MANHATTAN,981534.0,200949.0,MANHATTAN,40.718235,-74.00979609999997,15.0
9123,9123,9123,9123,9123,99231,33697109,2016-06-27T11:00:00,2016-07-06T11:00:00,3+ Family Mixed Use Building,11220.0,4809 4 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,,Closed,07-27-2016 05:18:51 PM,07-06-2016 12:00:00 AM,07 BROOKLYN,BROOKLYN,981052.0,175167.0,BROOKLYN,40.647469,-74.01152440000001,9.0
9124,9124,9124,9124,9124,99262,33700380,2016-06-27T11:00:00,,Other (Explain Below),10014.0,211 WAVERLY PLACE,WAVERLY PLACE,ADDRESS,NEW YORK,,Assigned,07-27-2016 10:08:50 PM,06-27-2016 12:00:00 AM,02 MANHATTAN,MANHATTAN,983797.0,207195.0,MANHATTAN,40.735379,-74.00163459999997,
9125,9125,9125,9125,9125,99263,33700451,2016-06-27T11:00:00,2016-07-03T11:00:00,3+ Family Apt. Building,11220.0,211B 67 STREET,67 STREET,ADDRESS,BROOKLYN,,Closed,07-27-2016 11:21:48 AM,07-03-2016 12:00:00 AM,10 BROOKLYN,BROOKLYN,976750.0,171927.0,BROOKLYN,40.6385733,-74.0270235,6.0
9126,9126,9126,9126,9126,99266,33701328,2016-06-27T11:00:00,2016-07-03T14:21:16,1-2 Family Dwelling,10304.0,27 OSGOOD AVENUE,OSGOOD AVENUE,ADDRESS,STATEN ISLAND,,Closed,07-27-2016 07:58:20 PM,07-03-2016 03:21:16 PM,01 STATEN ISLAND,STATEN ISLAND,960618.0,164819.0,STATEN ISLAND,40.6190295,-74.08504509999999,5.0
